mes,localidad,upz,punto,direccion,jornada,#_actividades,participanteshombres,participantesmujeres,total
ENERO,Usme,Gran Yomasa,PARQUE MARICHUELA,TV 1C BIS ENTRE CL 76 SUR Y CL 76B SUR,Persona Mayor,8,2,120,122
ENERO,Usme,Comuneros,PARQUE CHUNIZA,CARRERA 3C 56 ESTE CON CALLE 87 SUR COSTADO NOROCCIDENTAL,Persona Mayor,10,0,29,29
ENERO,Usme,Gran Yomasa,PARQUE BRASILIA SUR,CARRERA 1 BIS A ESTE CALLE 88B SUR CON CALLE 73 D BIS A ESTE CARRERA 36B ESTE COSTADO NOROCCIDENTAL,Persona Mayor,8,9,82,91
ENERO,Usme,Alfonso López,ALFONSO LOPEZ (SECTOR LA ALBORADA),CARRERA 2A ESTE N 90A 04 SUR,Persona Mayor,8,4,10,14
ENERO,Usme,Danubio,URB SAN PEDRO DE USME PARQUE 1,SIN DIRECCION,Persona Mayor,4,0,24,24
ENERO,Usme,Gran Yomasa,PARQUE LA AURORA MANZANAS,CALLE 72 SUR # 14 G - 75,Manzanas del Ciudado,2,0,2,2
ENERO,Usme,Alfonso López,PARQUE VILLAHERMOSA,CARRERA 6B ESTE CON DIAGONAL 97A SUR ESQUINA NORORIENTAL,Recreovia Entre Semana,4,0,20,20
ENERO,Antonio Nariño,Restrepo,CASA DE LA JUVENTUD,CRA 20 # 19 SUR-26,Manzanas del Ciudado,56,76,738,814
ENERO,Antonio Nariño,Restrepo,POLIDEPORTIVO LA FRAGUA,CRA 30 # 11A-11,Manzanas del Ciudado,15,11,274,285
ENERO,Antonio Nariño,Restrepo,BIBILOTECA CARLOS E. RESTREPO,DG. 21A #19 - 54 SUR,Manzanas del Ciudado,11,47,324,371
ENERO,Antonio Nariño,Restrepo,PARQUE VILLA MAYOR,DIAGONAL 32 SUR # 3 - 41,Gimnasios Nocturnos,14,8,33,41
ENERO,Antonio Nariño,Restrepo,PARQUE VILLA MAYOR,DIAGONAL 32 SUR # 3 - 41,Persona Mayor,20,17,453,470
ENERO,Antonio Nariño,Restrepo,PARQUE SANTANDER,CARRERA 29 CALLE A 29 SUR,Persona Mayor,14,20,126,146
ENERO,Antonio Nariño,Ciudad Jardín,PARQUE LA FRAGUA,CARRERA 29 A N 14  09 SUR,Gimnasios Nocturnos,2,1,2,3
ENERO,Antonio Nariño,Ciudad Jardín,PARQUE LA FRAGUA,CARRERA 29 A N 14  09 SUR,Persona Mayor,10,0,39,39
ENERO,Antonio Nariño,Ciudad Jardín,PARQUE URBANIZACION LA FRAGUITA,CALLE 9 SUR CON CARRERA 25 COSTADO NORORIENTAL,Persona Mayor,24,8,452,460
ENERO,Antonio Nariño,Ciudad Jardín,PARQUE CIUDAD JARDIN,CARRERA 11 B N 11 88 SUR,Persona Mayor,12,8,125,133
ENERO,Antonio Nariño,Restrepo,PARQUE SAN ANTONIO PADUA,CARRERA 15 CALLE 4 SUR S,Persona Mayor,12,29,280,309
ENERO,Antonio Nariño,Restrepo,PARQUE RESTREPO,CARRERAS 16 Y 16A ENTRE CALLES 17A SUR Y 18 SUR,Persona Mayor,11,8,143,151
ENERO,Antonio Nariño,Restrepo,PARQUE CARACAS,AVENIDA CARACAS # 12 - 64 SUR,Persona Mayor,12,0,68,68
ENERO,Barrios Unidos,Parque El Salitre,PARQUE METROPILIS,CALLE 78 # 66-99,Manzanas del Ciudado,16,16,442,458
ENERO,Barrios Unidos,Doce de Octubre,PARQUE JOSE JOAQUIN VARGAS,CARRERA 57 # 56 - 36,Persona Mayor,13,4,232,236
ENERO,Barrios Unidos,Doce de Octubre,PARQUE MODELO NORTE,CARRERA 55 # 67A - 76,Persona Mayor,6,6,211,217
ENERO,Barrios Unidos,Parque El Salitre,PARQUE CUADRADO,CALLE 65 # 56-71,Manzanas del Ciudado,11,9,82,91
ENERO,Barrios Unidos,Los Andes,URBANIZACION SAN LUIS,ENTRE DIAGONAL 59 CALLE 58 Y TRANSVERSAL 22,Persona Mayor,6,0,71,71
ENERO,Barrios Unidos,Doce de Octubre,PARQUE METROPOLIS,CALLE 78 CARRERA 66,Persona Mayor,7,0,246,246
ENERO,Barrios Unidos,Los Alcázares,PARQUE ALCAZARES,CALLE 72 CON CARRERA 23,Persona Mayor,10,12,114,126
ENERO,Barrios Unidos,Los Alcázares,PARQUE SAN FELIPE,CALLE 74 A # 22 - 11,Persona Mayor,10,19,117,136
ENERO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA MANZANAS,DIAGONAL  73C # 57 - 17,Manzanas del Ciudado,32,49,314,363
ENERO,Ciudad Bolívar,Lucero,SUPER CADE MANITAS,CRA 18 L # 70B - 50 SUR,Manzanas del Ciudado,50,55,653,708
ENERO,Ciudad Bolívar,Jerusalém,ARBORIZADORA ALTA MANZANAS,CALLE 72 B SUR 42 - 03,Manzanas del Ciudado,17,34,246,280
ENERO,Ciudad Bolívar,El Tesoro,PARQUE VILLA DIANA,CARRERA 17B #13-16,Persona Mayor,16,23,312,335
ENERO,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Cross Hit,77,177,1061,1238
ENERO,Ciudad Bolívar,Ismael Perdomo,PARQUE TALLER EL ENSUEÑO,AVENIDA CALLE 68 SUR N 70 D 11,Gimnasios Nocturnos,27,24,123,147
ENERO,Ciudad Bolívar,Ismael Perdomo,POLIDEPORTIVO LA ESTANCIA,CALLE 59 A SUR N 8600,Persona Mayor,15,22,309,331
ENERO,Ciudad Bolívar,Jerusalém,CENTRO DIA TEJEDORES,CALLE  69 K  BIS  SUR #35-1,Persona Mayor,15,97,502,599
ENERO,Ciudad Bolívar,Lucero,CANCHA COMUNAL MARANDU,CALLE  68D SUR #18-  38,Persona Mayor,8,7,81,88
ENERO,Ciudad Bolívar,Lucero,CANCHA COMUNAL JOSE DOMINGO LAING,CRA 18 N # 64 A SUR 35,Persona Mayor,12,18,315,333
ENERO,Ciudad Bolívar,Jerusalém,CANCHA COMUNAL SECTOR PARAISO,CALLE 71 SUR  #45C-24,Persona Mayor,13,19,269,288
ENERO,Ciudad Bolívar,Ismael Perdomo,COOPERATIVA ISMAEL PERDOMO MANZANAS,CALLE 63 SUR A # 73 D,Manzanas del Ciudado,16,11,153,164
ENERO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA,CALLE 75 A SUR N 73 08,Gimnasios Nocturnos,26,2,102,104
ENERO,Ciudad Bolívar,Ismael Perdomo,ECOPARQUE SIERRA MORENA,CALLE 75 A SUR N 73 08,Recreovia Entre Semana,8,0,63,63
ENERO,Ciudad Bolívar,Ismael Perdomo,BIBLIOTECA EL PERDOMO MANZANAS,DIAGONAL 62G SUR # 72B - 51,Manzanas del Ciudado,14,16,132,148
ENERO,Ciudad Bolívar,Arborizadora,CANDELARIA SALON COMUNAL MANZANAS,CALLE 68 C SUR  KR 42 A,Manzanas del Ciudado,30,31,452,483
ENERO,Ciudad Bolívar,Ismael Perdomo,CIPRES DE LA  LLANADA LA ESTANCIA MANZANAS,CALLE 59 SUR #74 G -55,Manzanas del Ciudado,14,4,196,200
ENERO,Ciudad Bolívar,El Mochuelo,MOCHUELO MANZANAS,CALLE 91 C SUR # 18H - 14,Manzanas del Ciudado,16,4,84,88
ENERO,Ciudad Bolívar,San Francisco,SALON COMUNAL SAN FRANCISCO MANZANAS,CALLE 72 B SUR 42 - 03,Manzanas del Ciudado,24,13,323,336
ENERO,Ciudad Bolívar,Jerusalém,POLIDEPORTIVO ARBOLIZADORA ALTA,DIAGONAL 73 SUR N 40 80,Persona Mayor,15,48,179,227
ENERO,Ciudad Bolívar,Arborizadora,"PARQUE GRUTA VIRGEN DEL CARMEN, LA CORUÑA",CARRERA 47 N 58 C 12 SUR,Recreovia Entre Semana,15,24,220,244
ENERO,Ciudad Bolívar,San Francisco,POLIDEPORTIVO CANDELARIA LA NUEVA,CALLE  62 SUR  #62 I -63,Recreovia Entre Semana,25,86,939,1025
ENERO,Ciudad Bolívar,San Francisco,POLIDEPORTIVO CANDELARIA LA NUEVA,CALLE  62 SUR  #62 I -63,Persona Mayor,9,18,207,225
ENERO,Ciudad Bolívar,San Francisco,CANCHA COMUNAL ACACIAS,CRA 19B N 62B 05,Persona Mayor,16,168,801,969
ENERO,Ciudad Bolívar,San Francisco,CANCHA COMUNAL JJ RONDON,CARRERA  20 C CON  CALLE  67 SUR,Persona Mayor,17,36,209,245
ENERO,Ciudad Bolívar,Lucero,PARQUE ALAMEDA,CARRERA 17L CON CALLE 69 B SUR,Persona Mayor,14,18,250,268
ENERO,Ciudad Bolívar,Ismael Perdomo,PARQUE URBANIZACION GALICIA,ENTRE CALLE 62 D BIS SUR CON CALLE 62 D SUR CON TRANSVERSAL 73 B COSTADO SUR ORIENTAL,Recreovia Entre Semana,13,36,330,366
ENERO,Ciudad Bolívar,El Tesoro,COLEGIO EL MINUTO DE BUENOS AIRES (ARBUELOS),CALLE 80 SUR # 50-17,Persona Mayor,3,0,7,7
ENERO,Engativa,Santa Cecilia,PARQUE VILLALUZ,CARRERA 77A -CALLE 64C,Persona Mayor,24,26,685,711
ENERO,Engativa,Santa Cecilia,PARQUE VILLALUZ,CARRERA 77A -CALLE 64C,Gimnasios Nocturnos,27,1,267,268
ENERO,Engativa,Minuto de Dios,PARQUE TISQUESUSA,DIAGONAL 82A TRANVERSAL 79,Persona Mayor,12,0,323,323
ENERO,Engativa,Bolivia,PARQUE SAN ANDRES.,CALLE 82 # 100 A - 91,Cross Hit,36,165,688,853
ENERO,Engativa,Bolivia,PARQUE SAN ANDRES.,CALLE 82 # 100 A - 91,Gimnasios Nocturnos,23,61,176,237
ENERO,Engativa,Bolivia,PARQUE SAN ANDRES.,CALLE 82 # 100 A - 91,Recreovia Entre Semana,40,94,670,764
ENERO,Engativa,Bolivia,PARQUE SAN ANDRES.,CALLE 82 # 100 A - 91,Recreovia Fin de Semana,30,274,1071,1345
ENERO,Engativa,Minuto de Dios,PARQUE ESPAÑOLITA,TRANSVERSAL 88A # 80B -71,Persona Mayor,14,41,324,365
ENERO,Engativa,Engativa,CENTRO SALUD EMAUS,CALLE 64 C 121-76,Manzanas del Ciudado,50,174,2517,2691
ENERO,Engativa,Boyacá Real,PARQUE EL CARMELO,ENTRE CARRERA 101A Y 104A CALLE 71B Y CANAL DEL JABOQUE,Persona Mayor,18,59,774,833
ENERO,Engativa,Engativa,PARQUE LA PALESTINA,CARRERA 78 A # 80 - 49,Manzanas del Ciudado,12,29,228,257
ENERO,Engativa,Garcés Navas,PARQUE VILLAS DE GRANADA,ENTRE CARRERA 111A Y CARRERA 112A CON CALLE 75D Y CALLE 74C,Gimnasios Nocturnos,27,33,193,226
ENERO,Engativa,Garcés Navas,PARQUE VILLAS DE GRANADA,ENTRE CARRERA 111A Y CARRERA 112A CON CALLE 75D Y CALLE 74C,Persona Mayor,18,82,668,750
ENERO,Engativa,Engativa,SALON COMUNAL LAS PALMAS,CARRERA 69 # 121 - 03,Manzanas del Ciudado,18,1,296,297
ENERO,Engativa,Minuto de Dios,PARQUE PARIS GAITAN,DIAGONAL 87 BIS NO. 79A - 47,Persona Mayor,16,0,151,151
ENERO,Engativa,Minuto de Dios,PARQUE LA SERENA,CARRERA 86 DIAGONAL 91,Recreovia Entre Semana,27,46,678,724
ENERO,Engativa,Garcés Navas,PARQUE GRAN GRANADA,CALLE 77 CON CARRERA 119,Persona Mayor,16,12,202,214
ENERO,Engativa,Garcés Navas,URBANIZACION GARCES NAVAS (CASA  ADULTO MAYOR),COSTADO NORTE DE LA CALLE 74B CON CARRERA 107B,Persona Mayor,14,44,457,501
ENERO,Engativa,Engativa,SENDEROS ENGATIVA ESTAPA 1,CALLE 70ABISA #117A-16,Manzanas del Ciudado,6,6,60,66
ENERO,Engativa,Engativa,PARQUE BOSQUE POPULAR,CALLE 63C #69F-59,Manzanas del Ciudado,10,0,116,116
ENERO,Engativa,Bolivia,PARQUE JUAN AMARILLO,CALLE 90 CON CARRERA 115A,Persona Mayor,2,30,255,285
ENERO,Engativa,Boyacá Real,URBANIZACION TABORA,CALLE 74A   74 CARRERA 80  80A,Persona Mayor,6,18,138,156
ENERO,Engativa,Boyacá Real,PARQUE SANTA ROSITA,CARRERA 92 CALLE 76 BIS - 75 C,Persona Mayor,10,12,173,185
ENERO,Engativa,Las Ferias,PARQUE LA EUROPA,CARRERA 71 B CALLE 68 B,Persona Mayor,6,14,106,120
ENERO,Engativa,Santa Cecilia,PARQUE LUJAN,CALLE 64F CON CARRERA 73,Persona Mayor,11,10,193,203
ENERO,Engativa,Garcés Navas,PARQUE EL MORTIÑO,CARRERA 115 # 74 BIS,Persona Mayor,6,12,142,154
ENERO,Engativa,Las Ferias,PARQUE SAN JOAQUIN NORTE,CARRERA 70C # 65-59,Persona Mayor,6,13,135,148
ENERO,Engativa,Engativa,PARQUE VILLAS DEL DORADO - JABOQUE,CARRERA 110 N° 67 - 45,Persona Mayor,4,0,20,20
ENERO,Engativa,Engativa,PARQUE SAN JOSE OBRERO,CARRERA 116 B #70 A 76,Manzanas del Ciudado,2,0,25,25
ENERO,Engativa,Las Ferias,URBANIZACION ACAPULCO II SECTOR LAUREL,NOMENCLATURA OFICIAL AVENIDA CARRERA 72 NO 7092 INT. 15,Persona Mayor,2,2,24,26
ENERO,Engativa,Garcés Navas,PARQUE LOS ANGELES - VIVIR EN PLENITUD,CARRERA 98 BIS  # 67A - 86  (CALLE 69A CARRERA 99),Persona Mayor,2,4,21,25
ENERO,La Candelaria,La Candelaria,PARQUE LA CONCORDIA - GRUPO PERSONA MAYOR (4617),CARRERA 5 NO. 12C - 40,Persona Mayor,12,38,366,404
ENERO,La Candelaria,La Candelaria,CASA COMUNITARIA EGIPTO,CRA 8 1 F - 13,Persona Mayor,12,10,68,78
ENERO,La Candelaria,La Candelaria,POLIDEPORTIVO PARQUE BARRIO EGIPTO (4625),CARRERA 1A ESTE # 7-34,Persona Mayor,6,2,29,31
ENERO,Los Mártires,Santa Isabel,CASTILLO DE LAS ARTES,CALLE 23 # 14-19,Manzanas del Ciudado,12,56,16,72
ENERO,Los Mártires,La Sabana,PARQUE RENACIMIENTO,CALLE 26 CRA 22,Manzanas del Ciudado,29,192,476,668
ENERO,Los Mártires,Santa Isabel,PARQUE SANTA ISABEL,Carrera 28 #1F-35,Persona Mayor,14,28,178,206
ENERO,Los Mártires,La Sabana,PARQUE EDUARDO SANTOS,CALLE 4A BIS # 18B - 30,Recreovia Entre Semana,21,8,280,288
ENERO,Los Mártires,La Sabana,PARQUE EDUARDO SANTOS,CALLE 4A BIS # 18B - 30,Persona Mayor,12,0,125,125
ENERO,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Entre Semana,40,72,386,458
ENERO,Puente Aranda,Ciudad Montes,PARQUE CIUDAD MONTES,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Recreovia Fin de Semana,23,188,684,872
ENERO,Puente Aranda,San Rafael,SALON COMUNAL LA PONDEROSA,CALLE 1 B # 52 A 14,Manzanas del Ciudado,16,32,267,299
ENERO,Puente Aranda,San Rafael,CDC JOSE ANTONIO GALAN,CALLE 1 B # 57 - 51,Manzanas del Ciudado,38,66,616,682
ENERO,Puente Aranda,San Rafael,CDC JOSE ANTONIO GALAN,CALLE 1 B # 57 - 51,Persona Mayor,16,10,91,101
ENERO,Puente Aranda,Ciudad Montes,PARQUE CHAMPIONS,CARRERA 43 # 4 B - 72,Persona Mayor,16,7,264,271
ENERO,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Persona Mayor,16,16,238,254
ENERO,Puente Aranda,San Rafael,PARQUE COLONIA ORIENTAL,ENTRE CALLE 3a Y CALLE 5 CARRERA 50a Y CARRERA  51,Gimnasios Nocturnos,19,9,41,50
ENERO,Puente Aranda,Ciudad Montes,PARQUE COLISEO EL JAZMIN,CARRERA 43 CON CALLE 1B COSTADOO NOR -OCCIDENTAL,Recreovia Entre Semana,24,52,468,520
ENERO,Puente Aranda,Muzú,PARQUE VILLA DEL ROSARIO,CARRERA 39 BIS CON DIAGONAL 36 SUR COSTADO SUROCCIDENTAL,Gimnasios Nocturnos,24,30,36,66
ENERO,Puente Aranda,Muzú,PARQUE VILLA DEL ROSARIO,CARRERA 39 BIS CON DIAGONAL 36 SUR COSTADO SUROCCIDENTAL,Persona Mayor,6,1,11,12
ENERO,Puente Aranda,Muzú,PARQUE DE LA VIRGEN,Tv. 39B #39 SUR,Persona Mayor,16,0,31,31
ENERO,Puente Aranda,San Rafael,SALON COMUNAL LOS SAUCES,CALLE 29 SUR # 37 - 21,Manzanas del Ciudado,28,6,689,695
ENERO,Puente Aranda,Ciudad Montes,PARQUE LA CAMELIA NORTE,AVENIDA CALLE 3 CON TRASNVERSAL 49 COSTADO NOROCCIDENTAL,Persona Mayor,16,4,110,114
ENERO,Puente Aranda,Ciudad Montes,PARQUE TORREMOLINOS I SECTOR,DIAGONAL 18B SUR NO. 49B -  45,Persona Mayor,12,0,227,227
ENERO,Puente Aranda,San Rafael,SALON COMUNAL NUEVA PRIMAVERA,CARRERA 43 #  4 B 72,Manzanas del Ciudado,16,14,246,260
ENERO,Puente Aranda,Ciudad Montes,CENTRO DÍA MONSEÑOR - SANTA MATILDE,CALLE 10 SUR ENTRE CARRERA 38 Y CARRERA  41A,Persona Mayor,12,39,185,224
ENERO,Puente Aranda,San Rafael,MANZANA DEL CUIDADO - PARQUE ACUAVIVA,CALLE 3 # 34 - 83,Manzanas del Ciudado,4,6,22,28
ENERO,Rafael Uribe Uribe,Quiroga,SALON COMUNAL QUIROGA ETAPA 8 Y 9,CRA 21 # 40B - 24S,Manzanas del Ciudado,41,17,497,514
ENERO,Rafael Uribe Uribe,Quiroga,SALON COMUNAL NUEVA VILLA MAYOR,Diagonal 41 sur # 34a - 90,Manzanas del Ciudado,18,6,379,385
ENERO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Recreovia Entre Semana,42,47,521,568
ENERO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Gimnasios Nocturnos,11,0,45,45
ENERO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Calistenia,28,39,251,290
ENERO,Rafael Uribe Uribe,San José,BOSQUES DE SAN CARLOS,CARRERA 12 D N° 32-94,Recreovia Fin de Semana,23,94,519,613
ENERO,Rafael Uribe Uribe,Marruecos,URBANIZACION MARRUECOS,ENTRE CARRERA 5K Y CARRERA 5L CON CALLE 48Y SUR DIAGONAL 48Y SUR Y CALLE 49A BIS SUR DIAGONAL 49 BIS A SUR,Recreovia Entre Semana,35,94,1488,1582
ENERO,Rafael Uribe Uribe,Diana Turbay,LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Persona Mayor,11,22,194,216
ENERO,Rafael Uribe Uribe,Diana Turbay,LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Gimnasios Nocturnos,12,0,87,87
ENERO,Rafael Uribe Uribe,Diana Turbay,LOS MOLINOS II,CALLE 48 P BIS C SUR N 4-30,Recreovia Entre Semana,22,37,760,797
ENERO,Rafael Uribe Uribe,Marruecos,EL PORTAL II SECTOR,ENTRE CALLE 51A SUR 51 SUR Y CALLE 52 SUR CON TRANSVERSAL 5C Y TRANSVERSAL 5D CARRERA 5D,Recreovia Entre Semana,19,43,208,251
ENERO,Rafael Uribe Uribe,Quiroga,CDC SAMORE,CALLE 32 SUR # 23 - 62,Manzanas del Ciudado,44,25,748,773
ENERO,Rafael Uribe Uribe,Quiroga,URBANIZACION QUIROGA 8 ETAPA,ENTRE AVERINA CALLE 36 SUR Y CALLER 37 SUR CON CARRERA 24,Recreovia Entre Semana,18,2,560,562
ENERO,Rafael Uribe Uribe,San José,SAN JOSE,CARRERA 12 D # 22 B- 55 SU,Persona Mayor,10,4,75,79
ENERO,Rafael Uribe Uribe,Marruecos,DESARROLLO CALLEJON DE SANTA BARBARA I Y II,COSTADO OCCIDENTAL DE LA CARRERA 5 N ENTRE LAS DIAGONALES 48 J BIS SUR Y 48 K SUR,Persona Mayor,8,4,84,88
ENERO,Rafael Uribe Uribe,Quiroga,QUIROGA,CALLE 31 B SUR N 22-25,Recreovia Entre Semana,10,2,238,240
ENERO,Rafael Uribe Uribe,Quiroga,QUIROGA,CALLE 31 B SUR N 22-25,Persona Mayor,7,6,163,169
ENERO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Persona Mayor,6,3,77,80
ENERO,Rafael Uribe Uribe,Quiroga,PARQUE ESTADIO OLAYA HERRERA,CALLE 22 SUR # 21-09,Recreovia Entre Semana,12,38,274,312
ENERO,Rafael Uribe Uribe,Diana Turbay,DESARROLLO LA MARQUEZA,DIADIAGONAL 49B BIS A SUR DIAGONAL 49B SUR CON TRANSVERSAL 1C ESTE COSTADO SUR,Persona Mayor,6,4,66,70
ENERO,Rafael Uribe Uribe,Diana Turbay,PALERMO SUR,DIAGONAL 49 BIS SUR CARRERA 2 A Y 4,Persona Mayor,2,0,0,0
ENERO,Rafael Uribe Uribe,Diana Turbay,AYACUCUCHO,carrera 2 este 77 calle 48 x bis a sur,Recreovia Entre Semana,2,2,28,30
ENERO,Suba,Suba,CANCHA FONTANAR,TV 142 # 150 A 40,Manzanas del Ciudado,10,13,144,157
ENERO,Suba,Tibabuyes,CADE LA GAITANA,TV 126 # 134 - 88,Manzanas del Ciudado,16,2,214,216
ENERO,Suba,Suba,POLIDEPORTIVO  GAITANA,TRANSVERSAL 126 N 134 - 88,Manzanas del Ciudado,6,6,58,64
ENERO,Suba,Suba,CEFE FONTANAR RIO,CALLE 144C #141C,Manzanas del Ciudado,95,129,3357,3486
ENERO,Suba,Tibabuyes,SANTA RITA(BOTA),Cra 151 calle 132,Persona Mayor,4,5,48,53
ENERO,Suba,Tibabuyes,PARQUE BERLIN,Calle 146 C Bis # 90 - 57,Persona Mayor,5,25,129,154
ENERO,Suba,El Rincón,PARQUE COSTA AZUL 1,CLL 137 # 102,Persona Mayor,6,8,198,206
ENERO,Suba,El Prado,PARQUE TIERRA LINDA,CLL 127 C # 49 78,Persona Mayor,4,9,115,124
ENERO,Suba,Suba,PARQUE RESIDENCIAL EL SALITRE,CRA 96 #161,Persona Mayor,12,22,300,322
ENERO,Suba,El Rincón,PARQUE LAGOS DE SUBA,CLL 217 # 101 A,Persona Mayor,9,46,331,377
ENERO,Suba,Tibabuyes,PARQUE ZONAL GAITANA,TV 126 #134 -88,Recreovia Entre Semana,21,55,597,652
ENERO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Gimnasios Nocturnos,25,199,556,755
ENERO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Cross Hit,36,229,658,887
ENERO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Recreovia Entre Semana,15,26,215,241
ENERO,Suba,Tibabuyes,PARQUE  FONTANAR DEL RIO,DIAG. 147 # 141 A 42,Recreovia Fin de Semana,24,165,780,945
ENERO,Suba,Tibabuyes,CEFE FONTANAR,CALLE 144C #141C,Gimnasios CDRD,19,3,26,29
ENERO,Suba,Casa Blanca Suba,Parque Casa Blanca,Cra 80 #145 - 88,Persona Mayor,6,16,76,92
ENERO,Suba,Britalia,PARQUE MIRANDELA,CLL 188 # 46,Recreovia Entre Semana,5,34,177,211
ENERO,Suba,Tibabuyes,PARQUE URB. NUEVA TIBABUYES (PILOTO),CRA 113 C #142 A 53,Recreovia Entre Semana,6,6,48,54
ENERO,Suba,El Rincón,PARQUE EL PORTICO,CLL 141 # 99 B 02,Persona Mayor,10,26,260,286
ENERO,Suba,Niza,CEFE COMETAS,CLL 127 # 87 A,Gimnasios CDRD,24,4,5,9
ENERO,Suba,Niza,CEFE COMETAS,CLL 127 # 87 A,Recreovia Entre Semana,15,0,121,121
ENERO,Suba,El Rincón,GLORIA LARA,CRA 95 B # 129 C BIS,Gimnasios Nocturnos,12,2,111,113
ENERO,Suba,El Rincón,GLORIA LARA,CRA 95 B # 129 C BIS,Recreovia Entre Semana,21,28,429,457
ENERO,Suba,Britalia,PARQUE SAN JOSE DE BAVARIA,CLL 170 # 67 51,Persona Mayor,6,6,194,200
ENERO,Suba,Tibabuyes,POLIDEPORTIVO DE  TIBABUYES,CLL 139 # 127 C 48,Persona Mayor,9,13,113,126
ENERO,Suba,El Rincón,PARQUE LA MANUELITA,CRA 89 B #124 A,Persona Mayor,11,28,270,298
ENERO,Suba,El Rincón,PARQUE LOMBARDIA,CLL 143 # 107 A 05,Recreovia Entre Semana,24,66,979,1045
ENERO,Suba,Suba,PARQUE COMUNEROS,CALLE 141 # 111 - 32,Manzanas del Ciudado,6,3,67,70
ENERO,Suba,Suba,PARQUE NOGALES SECTOR 1,CARRERA 139 con 132 A,Manzanas del Ciudado,14,21,218,239
ENERO,Suba,Suba,CASA DE LOS ABUELOS BILBAO,CALLE 143 B # 151 A 16,Manzanas del Ciudado,10,24,138,162
ENERO,Suba,Suba,URB PRADOS DE SUBA,CARRERA 102# 153-27,Manzanas del Ciudado,12,19,277,296
ENERO,Suba,El Rincón,PARQUE ALCAPARROS DE SUBA,CRA 105 B # 132 B,Persona Mayor,8,42,132,174
ENERO,Suba,Britalia,PARQUE URB. SAN DIEGO (CAI MAZUREN),CLL 164 # 52,Persona Mayor,6,5,71,76
ENERO,Suba,El Rincón,PARQUE SAN GABRIEL,CRA 92 C # 119,Persona Mayor,6,7,136,143
ENERO,Suba,El Prado,URBANIZACION VICTORIA NORTE,CALLE 150 N 53 91,Persona Mayor,2,0,32,32
ENERO,Suba,Suba,PARQUE BOSQUE ENCANTADO,CARRERA 136A #151F-01,Manzanas del Ciudado,5,0,29,29
ENERO,Teusaquillo,Teusaquillo,PARQUE EL BRASIL,CALLE 39 # 17-48,Manzanas del Ciudado,2,2,33,35
ENERO,Teusaquillo,La Esmeralda,PABLO VI,CARRERA 57 # 56 - 36,Persona Mayor,12,20,440,460
ENERO,Teusaquillo,Ciudad Salitre Oriental,PARQUE CIUDAD SALITRE,CALLE 25 # 69 - 94,Persona Mayor,14,16,458,474
ENERO,Teusaquillo,Parque Simón Bolívar - CAN,VIRGILIO BARCO,AVENIDA CARRERA 60 NO. 57 - 60,Recreovia Fin de Semana,30,377,1034,1411
ENERO,Teusaquillo,Parque Simón Bolívar - CAN,VIRGILIO BARCO,AVENIDA CARRERA 60 NO. 57 - 60,Persona Mayor,4,7,14,21
ENERO,Teusaquillo,Teusaquillo,CASA DE LA PARTICIPACIÓN,CALLE 39B # 19-46,Manzanas del Ciudado,12,11,144,155
ENERO,Teusaquillo,Parque Simón Bolívar - CAN,SIMON BOLIVAR ( SECTOR VIRGILIO BARCO),AVENIDA CARRERA 60 N 57 60,Calistenia,8,10,26,36
ENERO,Teusaquillo,Teusaquillo,JUNTA DE ACCION COMUNAL QUIRINAL,calle 59#56-53,Recreovia Entre Semana,10,0,108,108
ENERO,Teusaquillo,Parque Simón Bolívar - CAN,SIMON BOLIVAR ( SECTOR VIRGILIO BARCO),AVENIDA CARRERA 60 N 57 60,Cross Hit,20,13,41,54
ENERO,Teusaquillo,Teusaquillo,CENTRO ADMINISTRATIVO DISTRITAL,CARRERA 30#24-90,Recreovia Entre Semana,8,14,34,48
